а,0.131404
б,0.015291
в,0.043151
г,0.014796
д,0.037190
е,0.089553
ж,0.006261
з,0.017324
и,0.095068
к,0.035752
л,0.029744
м,0.024264
н,0.071065
о,0.108939
п,0.026384
р,0.046322
с,0.048096
т,0.078655
у,0.023307
ф,0.002992
х,0.002168
ц,0.008195
ч,0.008934
ш,0.010293
ѓ,0.001443
ѕ,0.000057
ј,0.015896
љ,0.000136
њ,0.003920
ќ,0.003146
џ,0.000254
